Lat,Lon,tempC,humidity,DewPointC,precipMM,windspeedKmph,WindGustKmph,Class
1.7926,99.722,26.4,89,24.4,0,3.1,12.2,0
1.7926,99.722,27.1,86,24.6,0,5.4,18.4,0
1.7926,99.722,28,80,24.3,0,6.1,21.2,0
1.7926,99.722,28.6,78,24.3,0,5.7,20.5,0
1.7926,99.722,28.9,74,23.7,0,6.6,21.6,0
1.7926,99.722,28.9,73,23.6,0,5.5,21.6,0
1.7926,99.722,29,74,23.8,0,5.5,19.8,0
1.7926,99.722,28.2,79,24.2,0.1,2.1,18,0
1.7926,99.722,27,91,25.4,1.6,4,13,0
1.7926,99.722,25.9,98,25.5,0.3,4.4,12.6,0
1.7926,99.722,25.8,94,24.8,0,4.3,11.2,0
1.7926,99.722,25.3,95,24.5,1.6,2.6,9,0
1.7926,99.722,24.7,100,24.7,2.4,2.4,6.5,0
1.7926,99.722,24.5,100,24.4,2.1,1.1,5.4,0
1.7926,99.722,24,100,24,0.1,2.2,5.8,0
1.7926,99.722,23.6,100,23.6,0.1,1.9,5.8,0
1.7926,99.722,23.8,94,22.8,0.1,2.3,6.5,0
1.7926,99.722,23.7,92,22.4,0,1.4,5.8,0
1.7926,99.722,23.2,96,22.5,0,1.8,6.5,0
1.7926,99.722,22.7,98,22.4,0,1.5,7.2,0
1.7926,99.722,22.5,96,21.8,0,1.1,6.5,0
1.7926,99.722,22.9,93,21.6,0,1.9,4.3,0
1.7926,99.722,23.7,93,22.6,0,3.5,6.1,0
1.7926,99.722,24.1,100,24.1,0.3,2.5,8.6,0
1.5817,100.1981,22.4,97,21.9,0,3.7,6.5,0
1.5817,100.1981,23.8,93,22.6,0,1.3,8.6,0
1.5817,100.1981,24.8,87,22.4,0,4.1,13.3,0
1.5817,100.1981,25.7,83,22.6,0,4.4,14.4,0
1.5817,100.1981,26.5,78,22.5,0,5.7,17.3,0
1.5817,100.1981,27.8,72,22.2,0,5,18.4,0
1.5817,100.1981,28.1,69,21.8,0,4.7,16.9,0
1.5817,100.1981,28.5,67,21.8,0,4,16.2,0
1.5817,100.1981,28.2,67,21.6,0,4.1,13.7,0
1.5817,100.1981,28.4,67,21.8,0,3.9,13.7,0
1.5817,100.1981,27.8,74,22.8,0,5.1,11.5,0
1.5817,100.1981,26.4,85,23.7,0,7.4,12.6,0
1.5817,100.1981,24.3,93,23.1,0,2.9,13.7,0
1.5817,100.1981,24.5,92,23.1,0,2.2,3.6,0
1.5817,100.1981,24.8,86,22.3,0,3.1,3.6,0
1.5817,100.1981,24.7,86,22.2,0,2.9,3.6,0
1.5817,100.1981,24.5,86,22.1,0,3.1,3.2,0
1.5817,100.1981,23.6,92,22.2,0,3.6,5.4,0
1.5817,100.1981,23,96,22.3,0,3.3,5.8,0
1.3708,98.4664,27.1,77,22.8,0,9.5,16.9,0
1.3708,98.4664,27.5,75,22.6,0,10.1,15.5,0
1.3708,98.4664,27.7,74,22.8,0,9.8,15.8,0
1.3708,98.4664,27.8,74,22.7,0,6.6,14.8,0
1.3708,98.4664,28,73,22.6,0,3,11.5,0
1.3708,98.4664,28,73,22.7,0,4.1,7.6,0
1.410871,98.795423,26.912,78.07,22.708,0,6.076,9.665,0
1.3708,98.4664,28,74,23,0,12.4,18.7,0
1.3708,98.4664,28,74,23,0,10,18.4,0
1.3708,98.4664,28.3,74,23.3,0,10.1,15.8,0
1.3708,98.4664,28.3,75,23.5,0,7.6,15.8,0
1.3708,98.4664,28.2,72,22.7,0.2,7.4,13,0
1.3708,98.4664,29.5,65,22.2,1.1,2.4,13,0
1.3708,98.4664,29.2,67,22.5,0,14.4,15.8,0
1.3708,98.4664,27,87,24.6,0,30.8,41.8,0
1.3708,98.4664,27.2,84,24.2,0,19.4,41,0
1.3708,98.4664,27.8,80,24,0,17.9,26.6,0
1.3708,98.4664,27.8,79,23.8,0.1,14.2,24.5,0
1.3708,98.4664,27,82,23.6,0.9,15,22.3,0
2.5659,100.601,27.2,80,23.6,0,16.7,23.8,0
2.5659,100.601,25.9,87,23.5,1.2,15,30.2,0
2.5659,100.601,26.7,83,23.6,0,5.5,21.6,0
2.5659,100.601,26.8,81,23.3,0.1,9.4,13.3,0
2.5659,100.601,25.5,85,22.8,3,18.4,24.1,0
2.5659,100.601,25.7,84,22.8,3.5,6.2,28.4,0
2.5659,100.601,26.5,81,23,0.1,8.4,13.7,0
2.5659,100.601,26.9,80,23.1,0.1,8.9,14.4,0
2.5659,100.601,27,80,23.4,0,9.9,15.1,0
2.5659,100.601,27.6,78,23.5,0,10.8,16.9,0
2.5659,100.601,28,77,23.5,0,12.3,16.9,0
2.5659,100.601,28,76,23.4,0,9.3,18.4,0
2.5659,100.601,28,80,24.1,0.2,18.9,20.5,0
2.5659,100.601,25.5,90,23.8,3.5,20,29.2,0
2.5659,100.601,26.4,86,23.8,0.3,19.7,27.7,0
2.5659,100.601,26.5,84,23.6,0,11.2,27,0
2.5659,100.601,26.6,84,23.8,0,7.9,16.9,0
2.5659,100.601,26,85,23.1,1.6,6.1,13,0
2.5659,100.601,25.6,87,23.4,1.1,7.9,11.5,0
3.5501,97.5122,14,71,8.9,0,3,20.5,0
3.5501,97.5122,15.3,71,10.1,0,4.3,23.4,0
3.5501,97.5122,17.3,62,9.8,0,3.1,23.4,0
3.5501,97.5122,18.5,58,10,0,2.3,21.6,0
3.5501,97.5122,18.9,58,10.6,0,3.6,24.8,0
3.5501,97.5122,19.2,58,10.8,0,2.5,27.7,0
3.5501,97.5122,16.9,72,11.8,0.2,3.7,25.6,0
3.5501,97.5122,17.6,72,12.4,0.4,5,29.9,0
3.5501,97.5122,17.4,74,12.8,0.2,3.4,28.1,0
3.5501,97.5122,16.1,84,13.5,0.5,4.7,26.6,0
3.5501,97.5122,15.5,86,13.2,0.1,3.8,26.6,0
3.5501,97.5122,14.8,90,13.1,0.1,3.1,25.2,0
3.5501,97.5122,13.4,99,13.2,0,2.8,18.7,0
3.5501,97.5122,12.6,100,12.6,0,1.8,16.6,0
3.5501,97.5122,12.6,99,12.4,0,2.2,14.8,0
3.5501,97.5122,12.6,99,12.5,0,2.2,14.8,0
3.5501,97.5122,12.7,98,12.4,0,2.9,15.1,0
3.5501,97.5122,12.6,99,12.4,0,3,16.9,0
3.5501,97.5122,12.2,99,12.1,0,2.5,16.9,0
-2.77497,103.84344,28,67.5,22.5,0.1,4,13,1
-3.71996,103.9981,27,71,22.5,0.05,4.5,12.5,1
-3.99709,102.89248,25.5,74.5,20.5,0.45,9,17,1
-3.51128,104.80106,28,67.5,22.5,0.1,4,13,1
-2.57964,104.91642,29,69.5,24,0.2,3,14.5,1
1.38709,101.92895,27.5,81.5,23.5,0.1,6.5,13,1
1.76888,101.280833,27,79.5,23,0.2,3,11,1
4.1990947,96.1208925999999,27,76,22.5,0,5,9.5,1
0.130118,117.44405,27,82,24,0,11,16.5,1
-3.96865,120.90225,28,67.5,22.5,0,9.5,16,1
1.61888,101.528329999999,27.5,81.5,24,0.7,8,17,1
3.54419842753,114.777995004076,25,75,20,0.15,1.5,9.5,1
1.680833,101.362769999999,28,74,22.5,0.05,5,10.5,1
1.683055,101.364722,28,74.5,24,0.55,5,10.5,1
1.885096,100.802516999999,27.5,62,19.5,0,6,13,1
1.675277,101.408611,28,79,23.5,0.05,9,20,1
1.8305,101.75157,28,79,23.5,0.05,9,20,1
0.11213,117.455702,27.5,77.5,23,0,15.5,26,1
4.66679,96.36222,28.5,72.5,22.5,0.799999999999999,5.5,11,1
-1.92791,116.68438,28.5,68,21.5,0,14,25,1
1.70083333333333,101.325833333333,28,66.5,21,0,5.5,11.5,1
0.96692,100.85413,28.5,70.5,23.5,0.1,2.5,8,1
0.0496978,117.432145199999,27.5,72,22,0,11,17.5,1
1.68222,101.363610999999,27,81,23,0.1,6,11.5,1
3.14819613403414,104.695318165039,26.5,80,22.5,0,22,32,1
-1.1875639,116.560985699999,28.5,76,23.5,0,13.5,24,1
-3.8473,114.98271,28,79,23.5,0.05,4,10.5,1
4.89479,95.72977,27.5,70.5,21,0,13,19.5,1
1.74354,101.64598,29,66,21.5,0,5.5,13,1
1.88509,101.91974,28.5,70,22,0,13.5,22,1
1.6712086,101.4679893,27.5,72.5,22.5,0,6.5,17.5,1
4.0959478,96.2907139,27.5,72.5,23,0,4.5,9.5,1
0.41989,115.61955,28.5,74,24,0.35,7,17,1
1.97685,101.62571,28.5,71.5,22.5,0,7.5,18,1
-1.964028,114.796146,27.5,74.5,23,0.65,3.5,9,1
1.67504,101.81102,27,80.5,24.5,1.05,6.5,10,1
4.0646951,96.3864427999999,28,68,22.5,0,5,9,1
3.97367915670696,114.924736636928,23,76,20,0.6,2,7,1
-3.76326637178349,114.773553534998,27.5,74.5,22.5,0,6,13.5,1
0.2652448,102.220463,28,74,23,0.15,4,9.5,1
1.5755005,101.5589105,28.5,78,24,0.05,4.5,10.5,1
-3.87911,114.95614,27.5,76.5,23,0,4.5,12,1
-3.2193815,116.2570385,28,78,23.5,1.75,6,13.5,1
-2.9716,102.96065,27,68.5,21.5,0,4.5,11,1
0.83812,101.98222,29,62,21.5,0,4.5,10,1
-2.34849134954684,103.015948593749,28,73,22,0,6,12.5,1
0.120863,117.4800445,27.5,77,23,0,8.5,16.5,1
2.7212271,117.5143603,27.5,72,21.5,0,9.5,19.5,1
2.7751967,117.4908738,27.5,72.5,21.5,0,10,16.5,1
1.2752553,101.0851893,29.5,58.5,20,0,6.5,13.5,1
-2.6261,111.6018,28,69,22,0,5.5,14,1
0.535011799999999,101.413373699999,28.5,67.5,23,0.1,3.5,8.5,1
-2.5091,112.92286,29,66,22,0,5,11,1
-2.7091243,121.096563699999,25,79.5,21,0.95,5.5,9,1
-1.7364,110.90283,29,73,23.5,0,12,20.5,1
-1.6554,110.37398,29,73,23.5,0,12,20.5,1
1.26358,109.56787,28,67,21.5,0.05,4,8,1
-0.95138,111.90557,29.5,55,21,0,4.5,9.5,1
0.93447,109.74168,27.5,72,22,0,3.5,7.5,1
0.9869,109.50615,28.5,71.5,23,0,5.5,8,1
1.63159,109.50817,28,64.5,21.5,0.3,5,11,1
0.95682,112.87536,29.5,69.5,22.5,0,4,10,1
2,111,28.5,78,23,0,4,9,1
0.285355,109.072069899999,29.5,70.5,22.5,0,5,9.5,1
-3.65246,102.89677,27.5,70,22.5,0.45,4,12,1
4.53602,96.40963,27.5,76,23.5,0,5.5,10,1
4.488671,97.9542719999999,30,68,22.5,0,6,12,1
0.5125529,101.358081299999,29.5,68.5,24,2.2,3.5,8,1
-2.5448773,112.691376399999,27.5,81,23,0.2,4,10.5,1
1.5473047,101.5020752,27.5,83,24.5,0.2,3.5,8.5,1
0.4512787,101.361923899999,29.5,70.5,24.5,0.4,2.5,6,1
-2.92406,111.49013,28.5,70.5,23.5,0.75,4.5,11.5,1
-2.777,111.681379999999,28.5,70.5,23.5,0.75,4.5,11.5,1
5.1605691,97.1305535999999,28.5,74,23.5,0.1,8,13,1
5.78667,95.9048,29,75,24,0,5,12,1
4.50726,96.23873,28.5,72.5,23,0.6,6,12.5,1
0.1347339,117.4585753,28.5,73.5,23.5,0.55,11,15,1
0.39732,117.85544,28,73,23.5,0,14,21.5,1
-3.19927,104.68965,28,90.5,25.5,1.25,4.5,10,1
5.91209,95.78952,29.5,72,24,0,11,19.5,1
5.401771,95.3625515999999,29,74,24,0,6.5,9,1
1.67987,104.67237,29.5,70.5,24,0,8.5,15,1
-3.59522,114.83575,28,77,23,0,5,8,1
2.88136,98.50302,22,77.5,18.5,0.55,5,15,1
4.9522,95.72089,29.5,69,23,0,9.5,17.5,1
-3.89935,114.97041,27,84,24.5,0,5.5,13.5,1
-3.60396,114.84742,27,85,24.5,0,5.5,12.5,1
-2.64287,113.86293,28.5,76,24.5,0.05,6.5,13.5,1
-7.88945,110.95826,26,80.5,21.5,0.05,6.5,17,1
-7.78284,110.99755,27.5,74,22,0,11.5,21.5,1
0.3413567,101.0279545,29.5,66,22.5,0,4.5,12,1
3.44343,97.67296,29,70,23.5,0.799999999999999,4,9.5,1
1.86767,101.43338,29,71,23.5,0.05,4.5,10.5,1
3.16452,97.91489,22,87.5,20,2.85,4,11,1
-0.890276,115.087999999999,27.5,70.5,23,0.55,3,5.5,1
-0.85072,115.17127,27.5,70.5,23,0.55,3,5.5,1
-3.81374,103.9994,27.5,68.5,21.5,0,5,11.5,1
1.86627,101.84529,29.5,72.5,23.5,0,5.5,12.5,1
-7.6083,108.9164,27.5,80.5,24,0,13.5,19.5,1
-3.174167,104.571388999999,28,72,23.5,0,6,11,1
-7.15996199999999,106.528946,29.5,59.5,21.5,0,5,7.5,1
2.92881,98.80372,26.5,71,21.5,0.9,3.5,8.5,1
5.6026593,95.3913374999999,29.5,68.5,23,0.05,16.5,33,1
-7.75392939999999,114.0190671,24.5,77.5,20,0,7.5,12.5,1
4.85262,95.75162,29,64.5,21.5,0,5,7.5,1
-3.1357703,104.117557799999,27.5,79,24,0,7,15,1
-2.2428057,102.535539299999,26.5,77.5,22,0.1,3.5,8,1
-2.72304,111.94982,26.5,84.5,23.5,0,6,11,1
-3.81179,103.99858,25,85,23,0.5,4.5,8.5,1
-6.90467,110.97252,26,71,20.5,0,7,13.5,1
-6.80823069999999,110.9014868,23.5,67.5,17.5,0,11,16.5,1
-8.60231,116.69801,27,76,22.5,0,7.5,16,1
1.85319,101.23789,28,73,22.5,0,5,12.5,1
-2.23402,113.84075,25.5,91,23.5,0.1,5,15,1
-2.1973486,113.787082199999,25.5,91,23.5,0.1,5,15,1
-3.212222,104.667778,27.5,75.5,23.5,0,9,17,1
-7.74973879999999,114.2568814,24.5,82,21.5,0,10.5,19.5,1
-3.92718,103.99943,25.5,72.5,20.5,0,6.5,12,1
-3.46944248931015,114.840995465759,26.5,80.5,23,0.05,6,14,1
3.1955716,104.7112631,26,75.5,21.5,0,15,29.5,1
-7.4758337,110.983448899999,24.5,71.5,18.5,0,10.5,15,1
-7.5856823,112.211576499999,26.5,65.5,19.5,0,7.5,12.5,1
-7.6783008,112.2831095,26,61.5,17,0,10.5,17,1
-2.45463,104.97011,27.5,78,23.5,0.05,7.5,14.5,1
-3.683373,103.997759,25.5,76.5,21.5,0,6.5,13,1
-7.70314,112.92258,24.5,67,18,0,7.5,14.5,1
-1.97412,116.92541,27,77,22,0,14,21.5,1
5.90299,95.62512,28.5,70.5,22.5,0,20,33,1
3.99773,96.9211,28.5,67,21,0.1,6,11,1
4.93145,95.76993,28,71.5,22.5,0,11.5,22.5,1
2.84469,97.93301,22.5,71,16.5,0,5.5,13.5,1
4.562509,96.8148659999999,28,74,23,0,6,8,1
3.070008,97.4241919999999,22.5,71,16.5,0,5.5,13.5,1
4.774794,96.9923929999999,28,74,23,0,6,8,1
4.76877,96.33382,27.5,69.5,21.5,0,5.5,11.5,1
5.48602,95.93431,29,69.5,22.5,0,20,32.5,1
3.97164,96.99033,27.5,69.5,21.5,0,5.5,11.5,1
-2.505434,113.954907,26.5,81,21.5,0,5.5,12.5,1
4.175926,96.505614,27.5,69.5,21.5,0,5.5,11.5,1
-7.63309,111.95132,26.5,66,18.5,0,6,13,1
-1.69242,116.69324,27.5,80,23.5,0,11.5,18,1
-2.95233336111965,115.089374092863,26,76.5,20,0,7,19,1
-1.53769,102.5121,27.5,74,22.5,0.05,6,14,1
-7.80303,110.97111,25.5,73,19.5,0,11,18,1
-1.272898,103.922110999999,27.5,77,23.5,0.05,12.5,20.5,1
-2.01117,113.794403999999,25,88,23,0.1,5,11,1
-1.0430442052912,114.871938632812,26,75,21,0,4,9,1
-7.83389,114.32961,24,81,20.5,0,10.5,19.5,1
4.6698,96.2818,28,75,23,0,6,12.5,1
-2.1846,113.8266,25.5,90,23.5,0.85,7,14.5,1
-8.84238,115.60333,24,77.5,19.5,0,10.5,21,1
-8.75894,115.58838,24,77.5,19.5,0,10.5,21,1
1.95554,104.57876,28,79.5,24,0.449999999999999,15,21.5,1
-7.69881,111.99467,25,65.5,17.5,0,12.5,21,1
-6.85923,107.43583,26.5,61,18,0,4.5,15,1
-2.91789,116.17432,25.5,81,22,0.1,9.5,18,1
-2.90007,106.99498,27,73,21.5,0,14.5,27,1
-2.98906,115.55737,25.5,81,22,0.1,9.5,18,1
-3.47661760757101,114.782416020874,25.5,77.5,20.5,0,6,16,1
-2.259,113.9128,25.5,80.5,21,0,7,16.5,1
-7.98855,111.81039,23.5,75,18.5,0,16,28,1
-2.95895,107.77922,27.5,72.5,22,0,13.5,24.5,1
-1.59141,116.76007,27,79.5,23,0.2,20,28,1
-6.93435,107.79571,24,46.5,13,0,6.5,12.5,1
-1.9774,113.65647,26,86.5,22,0,6,17,1
-2.43439,112.36239,26,86.5,22,0,6,17,1
-2.73315,112.99711,26,86.5,22,0,6,17,1
-2.19915181475193,111.457057071809,27,80,23,0,17.5,28,1
-0.88798,115.43153,26.5,75,21.5,0,2,10.5,1
-3.07962,104.71748,27,72,21,0,9.5,20,1
-2.99953,104.977,27,72,21,0,9.5,20,1
-7.85047,114.6233,24.5,78,20.5,0,8.5,17.5,1
-2.61988,113.98144,27,81.5,23.5,0,6,13,1
0.97964,101.90438,28,68,21.5,0,7,14,1
-2.1942,113.8503,27,82.5,23,0,5.5,16,1
0.554698,101.459471,28,68,21.5,0,7,14,1
1.8399,104.5956,28,74,23,0,10.5,14.5,1
-3.9799,114.98466,26.5,82.5,23,0.15,5,16,1
-7.99294,112.85522,25,73.5,19,0,2,11.5,1
-3.46025397474925,114.778854047302,26,75.5,20.5,0,6,18,1
-2.121642,112.121304,27,78.5,22,0.1,7,15,1
-7.50374,110.96718,28.5,58,16.5,0,11.5,18.5,1
-7.559212,110.819032999999,25.5,71.5,19.5,0,9.5,13.5,1
-2.79668,115.60783,26,78.5,22,0,10.5,18.5,1
-6.69583,110.85772,28,64.5,19,0,12,21,1
-3.91242,114.95568,26,75.5,20.5,0,6,18,1
-3.95154,114.9456,26,75.5,20.5,0,6,18,1
-6.35741,106.42074,28,67,20.5,0,4,8.5,1
-6.12135,106.25964,27.5,72,21.5,0,8,12.5,1
-2.9572303,115.0406679,26,74,20,0,7,19,1
-3.47969,114.8433,26,74,20,0,7,19,1
-2.2123,113.8602,26,75.5,20.5,0,6,13.5,1
3.9982,97.7765,28.5,69,22.5,0,7.5,14,1
-7.56978,108.57123,25.5,66.5,19.5,0,9,17,1
-1.6521,116.68528,27,76.5,21.5,0.05,18.5,27.5,1
-3.0090074,114.9754175,25.5,73.5,19.5,0,7,15,1
0.320341,101.067606,27,70.5,21.5,0,4.5,12.5,1
1.298699,101.54849,27.5,75.5,22,0,3,9.5,1
-3.90917,114.97108,26,74,20,0,9,21,1
-0.036687,114.171485,27,75,21.5,0,3.5,9,1
-3.88611,104.96853,26,78,21.5,0,9,17,1
4.175926,96.5056139999999,27,72.5,21.5,0,7,12,1
-7.87005,114.41787,24,82.5,20.5,0,9,15.5,1
-7.63299,111.98212,25.5,68.5,18.5,0,7.5,15.5,1
-7.94509,111.95458,27.5,65,19.5,0,8,13.5,1
-6.45187,106.48774,28,68.5,21,0,7,14,1
-2.96787,116.3262,26,77,22,0,8.5,15,1
4.452141,96.185623,27,72.5,21.5,0,7,12,1
-7.9292,114.33578,24,82.5,20.5,0,9,15.5,1
-2.718241,115.232921,27,77.5,22,0,3.5,12,1
-2.2326,113.865999999999,26.5,81.5,22.5,0,4.5,11,1
4.810818,95.666378,27.5,70.5,21,0,6.5,10,1
-3.96449,114.96472,27,77.5,22,0,3.5,12,1
-2.332871,102.642639,27,65.5,20,0,4.5,9.5,1
-1.92315,102.99667,27,76.5,22.5,0,5,12.5,1
-7.46769,109.91863,22.5,65,15.5,0,5,13.5,1
-6.7399,111.97296,28.5,58.5,17.5,0,9.5,17.5,1
-7.86426,111.67051,24.5,69.5,18.5,0,9,16,1
-7.94507,111.99068,26,63.5,17.5,0,11,20,1
-7.66322,111.74409,24.5,69.5,18.5,0,9,16,1
-7.99782,111.88983,26,63.5,17.5,0,11,20,1
-6.75388589999999,108.472116899999,25.5,64.5,17.5,0,13.5,24.5,1
-7.92851,112.77515,24,57,16,0,6,14.5,1
-0.87799,109.89946,27,75.5,21.5,0,6,13,1
-1.853119,102.988379,28,70,21,0,5,12.5,1
1.46621,104.90253,28,77,24,0,16,20,1
-6.42785,106.40818,28,68,21,0,6.5,10.5,1
-8.1813045,112.447027499999,24.5,75.5,19.5,0,12.5,24.5,1
0.867279599999999,104.577181,28.5,74,23,0,19,29,1
2.2341299,115.2719048,23,69.5,17,0,3.5,10,1
-7.99728039999999,111.484228199999,25,68.5,19,0,10,17.5,1
0.76333,109.76644,26,70.5,20.5,0,4.5,11,1
-3.4361709,114.876607199999,26.5,72.5,20,0,7,19,1
-2.7390065,115.3400575,26.5,72.5,20,0,7,19,1
-7.71117,111.99532,25,69.5,18,0,12.5,22.5,1
-3.22260176277186,104.669279877662,28,67.5,21,0,9,20.5,1
-2.432831,106.104444,28,68.5,21,0,16.5,27,1
-3.91016,114.95752,26.5,72.5,20,0,7,19,1
-7.68223,112.54608,25,62,17,0,9,18.5,1
-3.94772,114.90718,26.5,72.5,20,0,7,19,1
-2.98,115.0614,26.5,72.5,20,0,7,19,1
-7.43810029999999,110.816549,26.5,68,18.5,0,8.5,17.5,1
-8.3275542,114.331171799999,24,75.5,19.5,0.1,7.5,12,1
-7.73927,111.68106,25.5,69,19,0,6.5,14.5,1
-1.0541764,103.381741599999,27.5,66.5,19.5,0,5.5,13,1
-1.06477,114.89884,27,71,21,0.05,2.5,7.5,1
-7.6755951,112.6109257,24.5,65,16,0,6,11.5,1
5.5967496,95.4646752999999,29,69,22.5,0,23,40.5,1
-7.7251656,113.9952789,23.5,80.5,20,0.05,9,14.5,1
-7.4808,108.90375,24,80.5,20,0,18,28,1
-2.797732,116.02926,26,73,21,0,12.5,23.5,1
-3.87569,115.77108,26,73,21,0,12.5,23.5,1
-1.837203,115.440654,26.5,74,21.5,0,23,34.5,1
-2.289315,115.584075999999,26,73,21,0,12.5,23.5,1
-2.636293,115.434774,26,73,21,0,12.5,23.5,1
-3.03311,114.603745,28,66.5,20,0,9.5,18.5,1
-7.7434,108.96029,24,80.5,20,0,18,28,1
-3.472848,114.820954,26,70.5,19.5,0,8,21.5,1
-3.318062,114.600327,28,66.5,20,0,9.5,18.5,1
-3.99133,114.99616,26,70.5,19.5,0,8,21.5,1
-7.7958,108.77184,24,80.5,20,0,18,28,1
-2.631465,114.981349899999,28,66.5,20,0,9.5,18.5,1
-2.4319646,103.4049445,27.5,71,21,0,6.5,15,1
-2.866921,115.154903,26,70.5,19.5,0,8,21.5,1
-7.91382,111.98102,26.5,56,16,0,14,22.5,1
2.88979,116.9934,28,75,23,0,14,25,1
-7.70814,111.95727,24.5,60,15.5,0,11.5,18.5,1
-7.71538,114.018732,23,72.5,17,0,6.5,12,1
-8.263881,113.673414999999,22,79,18,0,10,16,1
-7.042356,109.64107,26,59,16.5,0,10,18.5,1
-7.884715,110.819017,23.5,68.5,16,0,14,22.5,1
-4.06203,103.38191,27,70.5,18.5,0,5,14,1
-3.683373,103.997758999999,27,70.5,18.5,0,5,14,1
-3.84486,104.79803,28,64,18.5,0,7.5,20,1
-6.98832,108.9389,25,67,18,0,11.5,20.5,1
-7.61984,111.96784,26,55.5,16,0,11.5,20,1
-6.91077178661793,108.358319392517,23,67,15.5,0,13,24.5,1
-6.17202,106.73245,27.5,64,20,0,8,9.5,1
2.765518,116.988607,28,73,22.5,0,16,25,1
-0.72194,100.37275,25,82,22,0.05,8.5,15.5,1
-7.561479,112.259231,27,62.5,18,0,7,12.5,1
2.844766,117.3648097,27.5,80,23.5,0,9.5,18,1
-6.05826269999999,106.067637999999,28,68.5,21.5,0,10,12.5,1
-6.87568,107.88505,28.5,53,17,0,6.5,13.5,1
-7.38720491577933,110.067838950143,24,65.5,16.5,0,4,9.5,1
-1.7223147,100.8903099,26,70.5,20,0,3.5,8.5,1
-8.0874294,111.710788299999,24.5,75.5,19.5,0,9,15,1
-7.36705489999999,111.481247199999,28.5,57.5,17,0,11,16.5,1
-7.97003,110.60617,26.5,68.5,19,0,6.5,11,1
-7.94965009999999,110.8344302,26.5,68.5,19,0,6.5,11,1
4.0591834,117.713878499999,27,83,23.5,0.2,6.5,13.5,1
3.533049,116.808568299999,28,82,24.5,0.1,8.5,17.5,1
-7.74016,113.901,25.5,72.5,20,0,6,10,1
-7.5348016,111.7793523,28,61.5,18,0,12,18,1
-7.28701219999999,111.4573989,29,60.5,17.5,0,13,20,1
-7.6174107,112.4932191,27.5,61.5,17.5,0,11,17.5,1
-8.3347222,115.0877778,25.5,77,20.5,0,8,14.5,1
-6.9894,107.71556,28,62,19.5,0,6,14,1
-7.355957,109.639572,26.5,71.5,20.5,0,6,9.5,1
0.52409,116.62128,26.5,83,23,0,10.5,16,1
-7.89998,110.99925,26.5,70,19.5,0,4.5,10,1
-6.9652,107.99686,26,62,17.5,0.1,5.5,10.5,1
-7.89496,114.337999998999,24.5,83,21.5,0,6,14,1
-7.229358,111.794685,29,62,19,0,15,24,1
-7.92007,110.16099,26.5,70.5,20,0,5.5,10.5,1
-1.38969,116.94361,27.5,75.5,22,0,14,23.5,1
-7.60877,108.96155,24.5,81,20.5,0,16.5,23,1
-0.986919,113.51306,28,71,21.5,0,3,9.5,1
-8.345405,116.26313,25,75.5,19.5,0,20,29.5,1
-7.79683,111.98097,27,58,16,0,12.5,24,1
-5.3746635,102.231904799999,25,80.5,21,0,18.5,28.5,1
-7.7904,110.12634,23.5,63,14.5,0,8.5,14,1
-7.85428,111.97957,27,58,16,0,12.5,24,1
-7.97966,111.95178,27,58,16,0,12.5,24,1
-6.9594,111.896792,28,56.5,16.5,0,12,19.5,1
-7.99188,114.42537,23.5,78.5,19.5,0,8.5,19,1
5.3882013,95.7089240999999,28.5,70,22,0,9,14,1
-3.426172,130.368805,25,88,23,0.05,17,25.5,1
-7.83627,112.80561,23.5,69,16.5,0,3,12,1
-7.99377,112.57361,23.5,67.5,16,0,3.5,12,1
-8.1246,113.139497,23,72,17,0.1,7.5,18.5,1
-7.67436,111.74282,24.5,70.5,18,0,11,21.5,1
-7.84597,111.98969,25,67.5,17.5,0,16.5,30.5,1
-7.92451,112.88392,23.5,69,16.5,0,3,12,1
-6.998953,113.851153,26,70,20,0,14.5,18.5,1
-7.92321,113.96841,24.5,74.5,19.5,0,6.5,14,1
-7.98051,113.97786,25.5,66,17,0,8,14.5,1
-8.101929,111.162650999999,23,77.5,19,0,19.5,34.5,1
4.5743338,95.6834192,27,76,22,0.05,7,12,1
-8.48,111.68926,24,73,18.5,0,14.5,27,1
-7.287792,110.456609,24,68,16,0,10,19.5,1
-7.962046,111.036738,25,68.5,18,0,14.5,25,1
-7.055385,109.155915999999,27.5,61.5,18.5,0,12.5,18.5,1
-7.97292,111.54106,28,55,17,0,11.5,23,1
-8.5714,115.94847,26.5,74.5,20,0,9.5,15.5,1
-8.441,114.43206,24.5,84,22,0,16.5,25,1
5.5474232,95.4253757,28,74,23,0,16.5,29,1
-6.9370992,107.781387199999,25,55,16,0.1,4.5,11,1
-7.653351,111.347392,26.5,68,19.5,0,7.5,12,1
-8.91112,115.75572,24.5,87.5,21,0,12,22.5,1
-3.56996,119.79856,27.5,80,21,0,9,21,1
-5.410903,119.500489,28.5,69,21.5,0,9,14.5,1
1.6987,104.92994,28.5,71.5,22.5,0.05,14.5,24.5,1
-7.88356,107.82235,23.5,78,19,0.1,21,31.5,1
-7.65303,110.99991,24.5,76.5,19.5,0.05,16,24.5,1
3.930017,108.185965,28.5,76.5,24,0,11.5,20.5,1
-7.64229,111.94935,27.5,58,18.5,0,13,23,1
-7.93998,114.61581,24.5,76,20,0.35,9.5,17.5,1
